order_product_id,order_id,user_id,order_ts,channel,product_id,qty,gross_amount,discount_amount,net_sales_amount,influencer_id,coupon_id
OPO000093_P007,O000093,U0229,2025-12-02 12:19:00,자사몰,P007,1,32000,0,32000,,
OPO000094_P004,O000094,U0099,2025-12-02 18:28:00,자사몰,P004,1,79000,0,79000,,
OPO000095_P009,O000095,U0257,2025-12-02 11:52:00,쿠팡,P009,1,98000,0,98000,,
OPO000096_P014,O000096,U0128,2025-12-02 16:55:00,자사몰,P014,1,85000,0,85000,,
OPO000097_P004,O000097,U0264,2025-12-02 13:05:00,지그재그,P004,1,79000,0,79000,,
OPO000098_P003,O000098,U0262,2025-12-02 15:05:00,자사몰,P003,1,59000,0,59000,,
OPO000098_P013,O000098,U0262,2025-12-02 15:05:00,자사몰,P013,1,149000,0,149000,,
OPO000099_P005,O000099,U0178,2025-12-02 15:03:00,에이블리,P005,1,69000,0,69000,,
OPO000100_P013,O000100,U0041,2025-12-02 09:20:00,자사몰,P013,1,149000,0,149000,,
OPO000100_P011,O000100,U0041,2025-12-02 09:20:00,자사몰,P011,1,55000,0,55000,,
OPO000101_P011,O000101,U0074,2025-12-02 13:58:00,자사몰,P011,1,55000,0,55000,,
OPO000101_P013,O000101,U0074,2025-12-02 13:58:00,자사몰,P013,1,149000,0,149000,,
OPO000102_P004,O000102,U0240,2025-12-02 09:57:00,쿠팡,P004,1,79000,0,79000,,
OPO000103_P001,O000103,U0076,2025-12-02 20:38:00,쿠팡,P001,1,49000,0,49000,,
OPO000104_P012,O000104,U0121,2025-12-02 09:15:00,자사몰,P012,1,65000,0,65000,,
OPO000105_P010,O000105,U0032,2025-12-02 16:38:00,자사몰,P010,1,38000,0,38000,,
OPO000106_P005,O000106,U0123,2025-12-02 13:27:00,네이버,P005,1,69000,0,69000,,
OPO000107_P005,O000107,U0213,2025-12-02 19:05:00,자사몰,P005,1,69000,3000,66000,,C002
OPO000108_P013,O000108,U0259,2025-12-02 17:35:00,네이버,P013,1,149000,0,149000,,
OPO000109_P012,O000109,U0198,2025-12-02 13:47:00,에이블리,P012,1,65000,3000,62000,,C001
OPO000110_P000,O000110,U0053,2025-12-02 20:48:00,네이버,P000,1,29000,0,29000,,
OPO000111_P007,O000111,U0173,2025-12-02 11:53:00,지그재그,P007,1,32000,0,32000,,
OPO000112_P012,O000112,U0245,2025-12-02 21:08:00,네이버,P012,1,65000,0,65000,,
OPO000113_P000,O000113,U0018,2025-12-02 09:50:00,자사몰,P000,1,29000,0,29000,,
OPO000114_P000,O000114,U0158,2025-12-02 22:34:00,쿠팡,P000,1,29000,0,29000,,
OPO000115_P010,O000115,U0097,2025-12-02 22:49:00,자사몰,P010,1,38000,0,38000,,
OPO000116_P007,O000116,U0063,2025-12-02 15:56:00,네이버,P007,1,32000,0,32000,,
OPO000117_P005,O000117,U0197,2025-12-02 11:31:00,자사몰,P005,1,69000,0,69000,,
OPO000118_P006,O000118,U0265,2025-12-02 10:46:00,자사몰,P006,1,45000,0,45000,,
OPO000119_P010,O000119,U0092,2025-12-02 14:06:00,쿠팡,P010,1,38000,0,38000,,
OPO000120_P005,O000120,U0228,2025-12-02 15:10:00,네이버,P005,1,69000,0,69000,,
OPO000121_P012,O000121,U0180,2025-12-02 15:17:00,네이버,P012,1,65000,0,65000,,
OPO000122_P011,O000122,U0038,2025-12-02 15:23:00,네이버,P011,1,55000,0,55000,,
OPO000123_P000,O000123,U0015,2025-12-02 18:43:00,자사몰,P000,1,29000,0,29000,,
OPO000124_P009,O000124,U0120,2025-12-02 14:23:00,네이버,P009,1,98000,3000,95000,,C001
OPO000125_P009,O000125,U0230,2025-12-02 14:28:00,에이블리,P009,1,98000,0,98000,,
OPO000126_P001,O000126,U0187,2025-12-02 19:17:00,자사몰,P001,1,49000,3000,46000,,C001
OPO000127_P004,O000127,U0265,2025-12-02 17:07:00,자사몰,P004,1,79000,0,79000,,
OPO000128_P007,O000128,U0109,2025-12-02 13:44:00,에이블리,P007,1,32000,0,32000,,
OPO000128_P003,O000128,U0109,2025-12-02 13:44:00,에이블리,P003,1,59000,0,59000,,
OPO000129_P012,O000129,U0037,2025-12-02 20:28:00,쿠팡,P012,1,65000,0,65000,,
OPO000129_P010,O000129,U0037,2025-12-02 20:28:00,쿠팡,P010,1,38000,0,38000,,
OPO000130_P004,O000130,U0163,2025-12-02 20:04:00,네이버,P004,1,79000,0,79000,,
OPO000131_P005,O000131,U0080,2025-12-02 20:40:00,네이버,P005,1,69000,0,69000,,
OPO000132_P007,O000132,U0062,2025-12-02 21:08:00,에이블리,P007,1,32000,3000,29000,,C002
OPO000133_P001,O000133,U0188,2025-12-02 17:08:00,쿠팡,P001,1,49000,3000,46000,,C002
OPO000134_P001,O000134,U0245,2025-12-02 21:26:00,쿠팡,P001,1,49000,0,49000,,
OPO000134_P002,O000134,U0245,2025-12-02 21:26:00,쿠팡,P002,1,89000,0,89000,,
OPO000135_P014,O000135,U0037,2025-12-02 19:33:00,쿠팡,P014,1,85000,0,85000,,
OPO000136_P006,O000136,U0282,2025-12-02 11:49:00,네이버,P006,1,45000,0,45000,,
OPO000136_P008,O000136,U0282,2025-12-02 11:49:00,네이버,P008,1,120000,0,120000,,
OPO000137_P002,O000137,U0028,2025-12-02 17:09:00,지그재그,P002,1,89000,0,89000,,
OPO000138_P001,O000138,U0115,2025-12-02 17:57:00,자사몰,P001,1,49000,0,49000,,
OPO000139_P001,O000139,U0282,2025-12-02 19:19:00,자사몰,P001,1,49000,0,49000,,
OPO000140_P009,O000140,U0086,2025-12-02 18:09:00,쿠팡,P009,1,98000,0,98000,,
OPO000141_P000,O000141,U0172,2025-12-02 18:02:00,지그재그,P000,1,29000,3000,26000,,C002
OPO000141_P001,O000141,U0172,2025-12-02 18:02:00,지그재그,P001,1,49000,3000,46000,,C002
OPO000142_P009,O000142,U0295,2025-12-02 12:49:00,자사몰,P009,1,98000,0,98000,,
OPO000143_P004,O000143,U0254,2025-12-03 17:18:00,지그재그,P004,1,79000,0,79000,,
OPO000144_P007,O000144,U0207,2025-12-03 10:44:00,자사몰,P007,1,32000,0,32000,,
OPO000145_P011,O000145,U0237,2025-12-03 18:09:00,자사몰,P011,1,55000,0,55000,,
OPO000146_P008,O000146,U0176,2025-12-03 11:48:00,에이블리,P008,1,120000,0,120000,,
OPO000147_P001,O000147,U0123,2025-12-03 13:28:00,쿠팡,P001,1,49000,4900,44100,,C003
OPO000148_P005,O000148,U0214,2025-12-03 22:57:00,자사몰,P005,1,69000,0,69000,,
OPO000149_P007,O000149,U0160,2025-12-03 11:31:00,자사몰,P007,1,32000,0,32000,,
OPO000149_P014,O000149,U0160,2025-12-03 11:31:00,자사몰,P014,1,85000,0,85000,,
OPO000150_P003,O000150,U0254,2025-12-03 15:32:00,자사몰,P003,1,59000,0,59000,,
OPO000151_P013,O000151,U0180,2025-12-03 13:31:00,자사몰,P013,1,149000,0,149000,,
OPO000152_P002,O000152,U0240,2025-12-03 09:54:00,자사몰,P002,1,89000,0,89000,,
OPO000153_P009,O000153,U0187,2025-12-03 14:02:00,네이버,P009,1,98000,0,98000,,
OPO000154_P012,O000154,U0185,2025-12-03 10:24:00,쿠팡,P012,1,65000,0,65000,,
OPO000155_P005,O000155,U0060,2025-12-03 10:25:00,자사몰,P005,1,69000,0,69000,,
OPO000156_P008,O000156,U0187,2025-12-03 12:38:00,네이버,P008,1,120000,3000,117000,,C001
OPO000157_P014,O000157,U0170,2025-12-03 17:29:00,지그재그,P014,1,85000,0,85000,,
OPO000158_P009,O000158,U0167,2025-12-03 14:10:00,에이블리,P009,1,98000,0,98000,,
OPO000159_P007,O000159,U0153,2025-12-03 17:53:00,쿠팡,P007,1,32000,0,32000,,
OPO000160_P001,O000160,U0153,2025-12-03 09:23:00,쿠팡,P001,1,49000,0,49000,,
OPO000161_P000,O000161,U0298,2025-12-03 20:55:00,자사몰,P000,1,29000,0,29000,,
OPO000162_P003,O000162,U0135,2025-12-03 21:49:00,에이블리,P003,1,59000,0,59000,,
OPO000163_P012,O000163,U0298,2025-12-03 17:40:00,쿠팡,P012,1,65000,0,65000,,
OPO000164_P011,O000164,U0075,2025-12-03 12:02:00,지그재그,P011,1,55000,0,55000,,
OPO000165_P003,O000165,U0009,2025-12-03 15:09:00,쿠팡,P003,1,59000,0,59000,,
OPO000166_P002,O000166,U0241,2025-12-03 20:46:00,지그재그,P002,1,89000,0,89000,,
OPO000167_P005,O000167,U0287,2025-12-03 19:30:00,자사몰,P005,1,69000,0,69000,,
OPO000168_P012,O000168,U0235,2025-12-03 14:34:00,에이블리,P012,1,65000,0,65000,,
OPO000169_P004,O000169,U0135,2025-12-03 12:15:00,네이버,P004,1,79000,0,79000,,
OPO000170_P007,O000170,U0152,2025-12-03 20:13:00,네이버,P007,1,32000,0,32000,,
OPO000171_P001,O000171,U0178,2025-12-03 21:46:00,쿠팡,P001,1,49000,0,49000,,
OPO000172_P012,O000172,U0278,2025-12-03 15:52:00,자사몰,P012,1,65000,0,65000,,
OPO000173_P007,O000173,U0148,2025-12-03 20:05:00,자사몰,P007,1,32000,0,32000,,
OPO000174_P008,O000174,U0245,2025-12-03 22:34:00,자사몰,P008,1,120000,0,120000,,
OPO000175_P000,O000175,U0070,2025-12-03 20:37:00,자사몰,P000,1,29000,0,29000,,
OPO000176_P005,O000176,U0271,2025-12-03 12:03:00,자사몰,P005,1,69000,0,69000,,
OPO000177_P014,O000177,U0051,2025-12-03 11:00:00,네이버,P014,1,85000,0,85000,,
OPO000177_P002,O000177,U0051,2025-12-03 11:00:00,네이버,P002,1,89000,0,89000,,
OPO000178_P005,O000178,U0243,2025-12-03 12:48:00,쿠팡,P005,1,69000,0,69000,,
OPO000178_P004,O000178,U0243,2025-12-03 12:48:00,쿠팡,P004,1,79000,0,79000,,
OPO000179_P013,O000179,U0045,2025-12-03 12:34:00,네이버,P013,1,149000,0,149000,,
OPO000180_P000,O000180,U0089,2025-12-03 22:11:00,쿠팡,P000,1,29000,0,29000,,
OPO000180_P013,O000180,U0089,2025-12-03 22:11:00,쿠팡,P013,1,149000,0,149000,,
OPO000181_P014,O000181,U0253,2025-12-03 20:55:00,자사몰,P014,1,85000,3000,82000,,C002
OPO000181_P000,O000181,U0253,2025-12-03 20:55:00,자사몰,P000,1,29000,3000,26000,,C002
OPO000182_P010,O000182,U0054,2025-12-03 14:18:00,에이블리,P010,1,38000,0,38000,,
OPO000183_P004,O000183,U0252,2025-12-03 11:54:00,지그재그,P004,1,79000,0,79000,,
OPO000184_P011,O000184,U0057,2025-12-03 20:29:00,자사몰,P011,1,55000,0,55000,,
OPO000185_P002,O000185,U0172,2025-12-03 18:43:00,네이버,P002,1,89000,0,89000,,
OPO000186_P010,O000186,U0207,2025-12-03 17:20:00,지그재그,P010,1,38000,3800,34200,,C003
OPO000187_P003,O000187,U0244,2025-12-03 12:00:00,자사몰,P003,1,59000,0,59000,,
OPO000188_P000,O000188,U0136,2025-12-03 13:37:00,에이블리,P000,1,29000,0,29000,,
OPO000189_P004,O000189,U0184,2025-12-03 09:42:00,네이버,P004,1,79000,0,79000,,
OPO000190_P001,O000190,U0257,2025-12-03 20:49:00,에이블리,P001,1,49000,0,49000,,
OPO000191_P007,O000191,U0151,2025-12-03 12:14:00,자사몰,P007,1,32000,0,32000,,
OPO000191_P002,O000191,U0151,2025-12-03 12:14:00,자사몰,P002,1,89000,0,89000,,
OPO000192_P008,O000192,U0191,2025-12-03 17:58:00,쿠팡,P008,1,120000,0,120000,,
OPO000193_P012,O000193,U0111,2025-12-03 19:48:00,네이버,P012,1,65000,3000,62000,,C002
OPO000194_P008,O000194,U0185,2025-12-03 18:07:00,자사몰,P008,1,120000,0,120000,,
OPO000195_P008,O000195,U0103,2025-12-03 11:10:00,쿠팡,P008,1,120000,0,120000,,
OPO000196_P007,O000196,U0105,2025-12-03 16:05:00,네이버,P007,1,32000,3000,29000,,C001
OPO000196_P012,O000196,U0105,2025-12-03 16:05:00,네이버,P012,1,65000,3000,62000,,C001
OPO000197_P012,O000197,U0212,2025-12-03 09:35:00,쿠팡,P012,1,65000,0,65000,,
OPO000198_P009,O000198,U0011,2025-12-03 22:00:00,자사몰,P009,1,98000,3000,95000,,C002
OPO000199_P014,O000199,U0032,2025-12-03 09:59:00,쿠팡,P014,1,85000,3000,82000,,C002
OPO000199_P007,O000199,U0032,2025-12-03 09:59:00,쿠팡,P007,1,32000,3000,29000,,C002
OPO000200_P005,O000200,U0069,2025-12-03 20:41:00,네이버,P005,1,69000,0,69000,,
OPO000200_P006,O000200,U0069,2025-12-03 20:41:00,네이버,P006,1,45000,0,45000,,
OPO000201_P002,O000201,U0193,2025-12-03 19:42:00,자사몰,P002,1,89000,0,89000,,
OPO000201_P010,O000201,U0193,2025-12-03 19:42:00,자사몰,P010,1,38000,0,38000,,
OPO000202_P011,O000202,U0060,2025-12-03 17:25:00,자사몰,P011,1,55000,0,55000,,
OPO000203_P008,O000203,U0001,2025-12-03 13:29:00,네이버,P008,1,120000,0,120000,,
OPO000204_P004,O000204,U0194,2025-12-03 12:29:00,지그재그,P004,1,79000,0,79000,,
OPO000205_P014,O000205,U0057,2025-12-03 19:26:00,자사몰,P014,1,85000,0,85000,,
OPO000206_P007,O000206,U0008,2025-12-03 10:06:00,자사몰,P007,1,32000,0,32000,,
OPO000207_P008,O000207,U0024,2025-12-03 09:25:00,자사몰,P008,1,120000,0,120000,,
OPO000208_P011,O000208,U0028,2025-12-03 13:14:00,자사몰,P011,1,55000,0,55000,,
OPO000208_P009,O000208,U0028,2025-12-03 13:14:00,자사몰,P009,1,98000,0,98000,,
OPO000209_P006,O000209,U0164,2025-12-03 11:42:00,자사몰,P006,1,45000,0,45000,,
OPO000210_P002,O000210,U0031,2025-12-03 18:56:00,쿠팡,P002,1,89000,0,89000,,
OPO000211_P010,O000211,U0218,2025-12-03 09:22:00,쿠팡,P010,1,38000,0,38000,,
OPO000211_P006,O000211,U0218,2025-12-03 09:22:00,쿠팡,P006,1,45000,0,45000,,
OPO000212_P002,O000212,U0163,2025-12-03 15:09:00,네이버,P002,1,89000,0,89000,,
OPO000213_P002,O000213,U0242,2025-12-03 12:19:00,자사몰,P002,1,89000,0,89000,,
OPO000213_P012,O000213,U0242,2025-12-03 12:19:00,자사몰,P012,1,65000,0,65000,,
OPO000214_P006,O000214,U0029,2025-12-03 15:35:00,쿠팡,P006,1,45000,0,45000,,
OPO000215_P005,O000215,U0104,2025-12-03 10:59:00,자사몰,P005,1,69000,6900,62100,,C003
OPO000216_P000,O000216,U0097,2025-12-03 15:43:00,자사몰,P000,1,29000,0,29000,,
OPO000217_P003,O000217,U0096,2025-12-04 18:46:00,지그재그,P003,1,59000,0,59000,,
OPO000218_P011,O000218,U0170,2025-12-04 09:13:00,자사몰,P011,1,55000,0,55000,,
OPO000218_P001,O000218,U0170,2025-12-04 09:13:00,자사몰,P001,1,49000,0,49000,,
OPO000219_P006,O000219,U0245,2025-12-04 20:38:00,에이블리,P006,1,45000,0,45000,,
OPO000220_P010,O000220,U0282,2025-12-04 13:24:00,자사몰,P010,1,38000,0,38000,,
OPO000221_P011,O000221,U0133,2025-12-04 16:29:00,자사몰,P011,1,55000,0,55000,,
OPO000222_P009,O000222,U0163,2025-12-04 14:20:00,에이블리,P009,1,98000,0,98000,,
OPO000223_P011,O000223,U0074,2025-12-04 17:59:00,자사몰,P011,1,55000,0,55000,,
OPO000224_P003,O000224,U0078,2025-12-04 12:24:00,자사몰,P003,1,59000,0,59000,,
OPO000225_P010,O000225,U0172,2025-12-04 22:31:00,자사몰,P010,1,38000,0,38000,,
OPO000225_P011,O000225,U0172,2025-12-04 22:31:00,자사몰,P011,1,55000,0,55000,,
OPO000226_P008,O000226,U0086,2025-12-04 14:10:00,네이버,P008,1,120000,0,120000,,
OPO000227_P013,O000227,U0277,2025-12-04 09:33:00,에이블리,P013,1,149000,14900,134100,,C003
OPO000228_P003,O000228,U0024,2025-12-04 15:08:00,네이버,P003,1,59000,0,59000,,
OPO000228_P001,O000228,U0024,2025-12-04 15:08:00,네이버,P001,1,49000,0,49000,,
OPO000229_P010,O000229,U0004,2025-12-04 16:23:00,자사몰,P010,1,38000,0,38000,,
OPO000230_P006,O000230,U0247,2025-12-04 09:00:00,네이버,P006,1,45000,3000,42000,,C002
OPO000231_P011,O000231,U0140,2025-12-04 13:01:00,쿠팡,P011,1,55000,0,55000,,
